title,writers
맛있는 버프를 만들어드립니다 [단행본],신쌤
주피터 [단행본],피로곰세마리
작가의 신 [단행본],에스투팍
인류박멸 프로젝트 [단행본],초촌
패시브 [BL],박하사탕
거짓말 [BL][단행본],해온
자영업자의 유사 연애 [BL][단행본],해온
와이즈맨,전유택
"회귀자, 게임으로 억만장자!",명마
군웅 삼국지 : 원소 셋째 아들 천하를 품다,신유(愼惟)
강남 큰손 이야기,악중선
이끌리다,최기억
코마 [단행본],이아현
그에게 어리다 [단행본],이아현
섹시의 정석 [단행본],홍윤정
섹시의 발견 [외전증보개정판] [단행본],홍윤정
아빠가 캐리한다,맹화야
짐승처럼 거칠게 [단행본],남쪽왕관
잔혹동화의 공주님이 되었다,박패딩
너 같은 사람 [BL][단행본],해온
일월의 봄 [단행본],르아
"당신, 그 사람 맞죠?",정여름
무한전생-망나니,광악
201호엔 늑대가 산다 [BL],한조각
순수의 시대 [단행본],김태영
순백색 황후,츄퓨
명왕전기,우각
은밀한 사이,수향
센서티브 다이어리(Sensitive diary) [BL][단행본],피모
스타 작가 차태훈 [단행본],심연으로
그리고 너는 용이 되어 [단행본],드므
"그러나, 그래도, 그래서 너를 - 골든로즈003",김현서
"그러나, 그래도, 그래서 너를 - 골든로즈003 [단행본]",김현서
주먹쓰는 사제님,시나모모
황후궁 체대생,진야기
심연,뜨락에
심연 [단행본],뜨락에
정령에게 마법을 배웠다,강화인
비정규직 황후,한민트
오늘의 해주 [단행본],반지영
야왕전기 [단행본],서명
도망자와 인질 [단행본],핑크티
신의비서 [단행본],풍백
신의 스마트폰 [단행본],흐트러지다
승승장구 9서클 마스터 [단행본],날망
집요한 그 남자의 은밀한 계획,적영赤瑛
명왕전기[1부/2부/3부][단행본],우각
시원한 로맨스[단행본],"신은수, lieul"
프로파일러Ⅱ 에페타 [외전증보판][단행본],김도경
차가운 손[BL][단행본],siete
고백할 수 없어! [BL][단행본],시가츠
사랑하거든,김강미
그 사람이니까,나난씨
피의 황후,arari
섹시 해피 할로윈 [단행본],티파니 라이스
비상시 문 여는 방법 [단행본],하라
정복자 강태풍,토종토박
그 남자의 끝사랑,유리(파란수국)
오늘부터 뱀파이어시터 [단행본],미친머리앤
은밀한 끌림 [단행본],남현서
잘못된 결혼: 나의 뱀파이어 남편,천금
달콤한 리치맨,블루시연
피의 황후 [단행본],arari
비화,류도하
금가무적,취몽객
정령군주,성상영
정령군주 [단행본],성상영
그 악녀로 살아남는 방식[단행본],"녹차케익, 에시"
그 알파 내 오메가 만들기 [개정판][BL][단행본],주이서
꽃미남을 빌려드립니다,천지혜
신의 눈을 가졌다 [단행본],해피바쿤
퍼펙트 써전 [단행본],뫼달
사막에 핀 장미 [단행본],애니 웨스트
당신이 돌아올 때 [단행본],하이디 라이스
보물찾기 [단행본],캐슬린 오브라이언
키스 스캔들 [단행본],앤디 브룩
불꽃 튀는 첫날밤 [단행본],멜라니 밀번
굿 보스,명우
운명은 말한다,우지혜
선녀님 강림하사,윤점례
별의 목소리가 들려,테양이
어쩌다 톱스타,고광(高光)
무한전생-스페이스 니트 [단행본],광악
나 혼자만 레벨업,추공
철혈의 제국,날아오르기
보스를 사수하라,수향
싸가지 그 선배,향팀장
"헤이, 준(Hey, June)[단행본]",김태영
엘리게를 위하여,리야
뱀파이어 스캔들,한도연
퍼제스(Posses:소유)[단행본],브루니
눈만 뜨면,채하정
달고나 1 '향' [단행본],허도윤
자양화 필 적에 [단행본],파밸라
포획당하다,윤하정
얼음가시 [단행본],헤이화
조선표류기 [단행본],꽃삽
사랑니 뽑는 남자,서혜밍
야한 수채화 [단행본],육해원
마녀와 기사 [단행본],녹아
붉은 밤의 너머,"악녀사마, 꽁"
결혼 계절 외전 [단행본],반해
나하고 하루만 있어줘 [단행본],김민숙
스타와 결혼한 여자,캬라멜리제
임페리얼 랜서 [단행본],보헤미아
무사 [단행본],보헤미아
"Luv, cue!",하은
팬픽을 쓰는 여왕님,닐라
나 혼자 게임한다,강황
지랄 총량의 법칙,작은악마
"널, 사랑하는 동안에",주니
"널, 사랑하는 동안에 [단행본]",주니
정령으로 요리왕,마실물
소공자로 환생한 그랜드 마스터 [단행본],이터널
VIP시스템 for ㈜차원 [단행본],산범.
백 년 만에 귀환 : 잃어버린 명예 [단행본],요비
아이 아빠는 처음이에요 [단행본],현아진
너를 유혹한 밤,김은유
최고의 여자,해수
NS 뇌리에 스며들다,수현
테페른의 영주,성상영
테페른의 영주 [단행본],성상영
불가분의 관계,도영
먼치킨 플레이어 [단행본],몽랑괴행
리얼리더 [단행본],브레인
마탑의 사냥개 [단행본],김유빈
나 혼자만 올마스터 [단행본],성덕聲德
엠페러 오브 매직 [단행본],시트리
무림숙수 셰프 되다 [단행본],선희은영
황태자의 결혼상대 외전 [단행본],반해
황태자의 결혼상대 [단행본],반해
국민배우 정도현,범탈
캔유렛미인(Can you let me in) [단행본],윤재인
자색신선,최정진
엔트리 [BL][단행본],서노
톱스타가 대수냐,신우神佑
최강의 선택,전영준
카멜리아의 마법사 [단행본],아옹쉬
붉은 립스틱 소녀 [단행본],아옹쉬
대탈출 [단행본],판타지마법사
길에서 주웠다,김진주
섹시의 정석,홍윤정
전설이 왔다,박지영
섹시의 발견 [외전증보개정판],홍윤정
몽환시 [BL],레일라
기적을 그려라! [단행본],탈주병
그 모델의 사생활[단행본],이지혜
프랑스식 양파수프[단행본],인애
신의 뜻대로[단행본],다인 김민경
로드 오브 나이트 [단행본],건드리고고
당문 소공자 당사독 [단행본],박선
가문의 마법사 [단행본],전정현
황태후의 화장담당관 [단행본],"카시와 텐, 유라 카이리"
풍류비공(風流飛功) [단행본],지화풍
1000층 보상 특별스킬상자 [단행본],금고아
회귀의 축복,왕고릴라
삼국지 원술전,대추토마토
그랜드 위저드,성상영
홍등,한을
그랜드 위저드 [단행본],성상영
꽃이 되어라,강희자매
레벨업의 전설,마루한
레벨업의 전설 [단행본],마루한
전무님을 보좌하라,또옥
그랜드 마스터의 귀환,고랭지
이계로 돌아갈래 [단행본],담인
연리지 [BL],일리오레
능력 믿고 막 간다,반취객
마법은 괜히 배워서,동은
우리 회사 인턴은 백만장자,달빛물든
황제 폐하 교육은 어떻게 하나요?,벨라슈아
포효강호,조형근
기적의 IT재벌,인랑人狼
천풍연가 [단행본],Girdap
설렘주의보,서한결
세 번째 결혼 [단행본],임은경(銀)
달달한 연애 [단행본],김선희(쁘띠꼬숑)
구름공작,전정현
황태후의 화장담당관,"카시와 텐, 유라 카이리"
제국의 군인 [단행본],금의행
슈퍼재벌 초신성 [단행본],대영
너의 진심이 들려 [단행본],언늘
보닛 위로 올라와!,잇새
은밀한 계약애인 [단행본],금설
향기 [단행본],준영
우리 집에 귀신이 산다 [합본][개정판][단행본],우수지
우리 집에 귀신이 산다 외전 [개정판][단행본],우수지
선검,유재무
달콤하게 유혹해 줘 [합본][개정판][단행본],Suha
달콤하게 유혹해 줘 [개정판][단행본],Suha
다시 태어나면 호날두 [단행본],아이시루스
애딕트(addict),가넷
악마 귀환 [단행본],서향
내 남친은 연하 기자 [단행본],이제주
울프독 외전 [단행본],이아현
울프독 [단행본],이아현
"나의 꼬막, 나의 딸기, 나의 홍시",한여름
내 눈에 비쳐 [독점],"백묘, DK"
가짜 신부 [단행본],서지인
파편,홍수연
차 한잔 하실래요?,김지아
가고시마의 연인들,박수진(슈마이)
기다린 뒤에,"하정윤, 류은립"
인간 USB [단행본],천성
너에게 뛰어,"이래서, enry"
단참괴룡 [개정판][단행본],흰백작
곤륜소협,한공
고수 현대생활백서,건드리고고
모렛타,잭라빈
퍼즐 [단행본],최은경
카모마일 한 모금 [단행본],미유동
지독하게 너를,주세이
영원의 밤이 되어라 [단행본],리시
우리 집에 귀신이 산다 [개정판][단행본],우수지
스탯 찍는 마법사,신율
울프독[개정판],이아현
최고의 축구선수로 만들어 드립니다,이서간
몽중애,란토파즈
오메가의 빛 [BL][단행본],달빛유령
이리 와 봐 외전 [단행본],최강주
슈트의 품격 외전 [단행본],지니
철수야 뭐하니? 외전 [BL][단행본],나나코
환생 절대자 [단행본],타노스
핑크 드래곤 기사단 [독점],"레고밟았어, 팀 이너스"
담벼락 헌책방 [단행본],물빛항해
베이킹파우더 [단행본],빨간호박
셰어하우스,봉다미
열월의 그림자 [단행본],김유미
"브라우니, 오, 브라우니! [BL][단행본]",bise
밤에 젖어들다 [클린버전][단행본],하라
올 오브 미 [딘행본],루아
보석상 리처드 씨의 수수께끼 감정 [단행본],쓰지무라 나나코
천년전쟁 [단행본],박시원
마침내 너를 [단행본],연민정(레드퀸)
도깨비 전설 그 후[단행본],문 연
사랑하면 죽는다 [단행본],최종태
달 없는 밤,신윤희(에드가)
타로러브 [개정판][단행본],전여린
퇴마하는 톱스타,이상한하루
지존학사: 히든클래스 in 무림,스토리위버
운명은 말한다 [단행본],우지혜
우리 소대 부소대장은 백만장자 [개정판],달빛물든
제일 껄끄러운 남자와 한 침대에서 눈을 떴다 [단행본],찐따왕
"연애백서, 알아두면 좋아요 [단행본]",러브이즈
전직이 리치였어요 [단행본],Abyss사서
만수 이계 출근기 [단행본],박시원
바보 영주 로이 [단행본],박시원
지독한 끌림 [단행본],서미선
운명 속으로 뛰어들다 [단행본],구슬영아
이세계에서 요리사를 꿈꾼다,닝구
"데릴사위, 재벌 회장 되다.",사관(史官)
"나의 꼬막, 나의 딸기, 나의 홍시 [단행본]",한여름
동화 나라의 달빛공주 [단행본],아오노 우미도리
앱솔루트 제로[BL][단행본],루나비
눈만 뜨면[외전 합본][단행본],채하정
위쳐 2 경멸의 시간 [단행본],안제이 사프콥스키
HELPER(헬퍼) 외전 [단행본],선우
HELPER(헬퍼) [단행본],선우
손끝에 너를 [단행본],강부연
위대한 소설가 [단행본],임한백
전장의 군주 [단행본],박시원
금지된 갈망,국희
까칠하게,길안
로스트 치킨 월드[단행본],아키로
센 강변의 작은 책방 (로맨틱 파리 컬렉션 #1),"레베카 레이즌, 현현"
독보천하 [단행본],이흠(李歆)
내가 믿는 것은 검,정윤강
"사랑한다, 미치도록 [단행본]",Suha
"시나브로, 촉촉 [단행본]",김지호
이토록 잔인한,은밀
하늘에 영광[단행본],전은정
동경당착 외전 [BL][단행본],박고을
동경당착 [BL][단행본],박고을
이제는 사랑하고 싶어 [단행본],빨강뽀뽀
한 입에 꿀꺽 [단행본],신후
이끼공주 설랑 외전 [단행본],김승주
나 혼자 무한계약,sayren
담군 연사장 외전 [BL][단행본],피모
담군 연사장 [BL][단행본],피모
까칠하게 [단행본],길안
100개의 퀘스트[단행본],아키로
황금의 여왕[단행본],화니 리
야구는 잘하는 놈이 잘한다 [단행본],묘엽
다시 한 번 결혼할까요?[단행본],리틀빈
카멜리아의 마법사,아옹쉬
사랑 지금 나랑 해 [단행본],남현서
산려소요 [독점],"장호, POJA"
사랑하거든 [단행본],김강미
관계 중독 [단행본],금나현
출근하는 강화술사[단행본],리틀데몬
개발자의 게임[단행본],기태수
콤플렉스 [단행본],거림민
비형낭 연가 외전 [단행본],이변
고수 기업경영기,고랭지
삼국지: 유비환생전,인더정글
더 가까이 [단행본],홍영
검은 꽃에 지고,풍백
개미왕 [단행본],방구석슬러거
빠담 빠담 빠담 [단행본],아일라
흡수헌터 [단행본],청월검
그라운드 헌터,버저비터
우리 지검 평검사는 최대 형량,달빛물든
두 계절의 신부 [단행본],샤론 켄드릭
텍사스에서 캐낸 사랑 [단행본],로렌 캐넌
돌아온 전설 사냥꾼,다원
다시 그린 자화상,도욱
스토리 메이커,장성필
비형낭 연가 [단행본],이변
황금숲 [단행본],윤소리
일대검호 [단행본],우각
달콤하고 사악하게 [단행본],김지완
황금숲,윤소리
판사 이한영 [독점],이해날
폭풍처럼 다가온 기사,아이리스 요한슨
아름다운 전설,아이리스 요한슨
일곱 번째 러브레터 [단행본],김지호
헌터. 인생 역전! [단행본],여우배
"스타셰프, 분식점 아들되다",맛있는요리
넌 나의 인생작 [독점],이혜율
유혹의 정석,고라니
가르딘 전기,건드리고고
혈황지담,대운자
풍운루,초혼
특별한 존재 [단행본],예화란
이계로 돌아갈래,담인
"왜 이러세요, 공작님!",반달반지
"왜 이러세요, 공작님! [단행본]",반달반지
낙화유수,김다함
낙화유수 [단행본],김다함
책임지지 않아도 괜찮아,티케
전생 라이프,청사초롱
이 빌어먹을 가챠 영웅들,이민우
열을 내리는 방법,윤해조
왕의 딸은 힘듭니다,은나목
체온,조앤
연리지 [BL][단행본],일리오레
그때는 제자이고 지금은 아니다 [단행본],김경란
악녀는 변화한다,누노이즈
음미,김지영
너를 사랑하기 위한 300일,Snow
내 사거리 100만,김주광
오해 [단행본],린제이 암스트롱
칵테일 사랑 [단행본],제이 마고 크릿츠
내 사랑 노다 외전 [단행본],김도경
Duchess 붉은 약속 [단행본],꽃니랑
사랑보다 연금술 외전[단행본],보행자
결혼이란 보너스 [단행본],케이트 덴턴
별을 그대 품에 [단행본],캐서린 가베라
"그 후, 이런 날 (티어하임 (Tierheim) 외전) [BL][단행본]",시요
