title,writers
우여흔,윤홍아
새벽 두 시의 신데렐라,아이고메
끌림,김소희
마녀를 사랑하는 법 - 노블오즈 Novel OZ [단행본],별집
같은 시간 속의 우리 [단행본],최윤혜
미스터 로드맵 [단행본],박천웅
나는 이런 개를 주문한 적 없어 [단행본],추워용
비정강호,변법가
악마의 주인 [단행본],알그레브
연애 기술자의 사정 (무삭제판) [단행본],육해원
오사카 로맨스 [단행본],강귤
격정적 교감 [단행본],서다혜
바이올렛 [단행본],제인 페더
미녀와 야수 [단행본],로레타 체이스
그 시절 러브어페어,선우에스더
오늘도 사랑바라기,김미문
초차원게임 넵튠 하이스쿨 [단행본],"오카즈, 츠나코"
그날 밤 그 남자가 왜 [단행본],장현미
사랑해서 미안해요 [단행본],이현서
사랑해서 미안해요,이현서
가장 완벽한 삼각형의 한 가온데 [BL] [단행본],범블비디엄
카시오페아 월드 [단행본],화룡점장
오! 셰프,나비야
사랑에도 정의가 필요하다 [단행본],홍란
네 입술에 취하다 [단행본],남현서
소년기 [BL] [단행본],메테오
마지막 스캔들 [단행본],로레타 체이스
마녀와 전사 [단행본],케린 몽크
늑대를 주운 겨울 [BL] [단행본],펜화
공작가의 그 아가씨 [단행본],녹차라떼
양면거울,Memories
다시 말해줘,IZZY
넌 나의 곰인형 [단행본],뚜띠
나일강의 연가 [단행본],민은아
겨울정원 [단행본],봄날의 토끼
헤이그 은현 표류기 [단행본],서지향
라면 드실래요? [단행본],이현서
언니는 연극 중 [단행본],고지영
베이비 부 [단행본],신노윤
말캉말캉 달콤한 나의 블랙 걸 [단행본],슈가포인트
첫눈에 반해서 [단행본],은차현
겨울연인(개정판) [합본] [단행본],장소영
겨울연인(개정판) [단행본],장소영
인어의 숲 [BL] [단행본],김루씨
러브 어페어 [단행본],아만다 퀵
"공, 강아지를 물다",재이
라이언의 딸 [단행본],로레타 체이스
폭주 (暴走) [단행본],이서린
그녀의 찌릿한 순간,스윗제이
그린저택의 요정 [단행본],유수경
두 번 사는 플레이어,더페이서
아빠와 나 - 노블오즈 Novel OZ [단행본],Friedrich
천류세가 [단행본],루트
마지막 로맨스는 너와 함께 [체험판] [단행본],서하린
복수는 나의 것,캣그라스
"붉은 달 아래, 소녀 [단행본]",차혜영
"레이디, 커밍아웃 [단행본]",화니
비밀의 지중해 [단행본],배유미
대항해-아티팩트 에이지 [단행본],냉장고
전직의 거인 [단행본],채병일
나는 악의 무리 [단행본],알그레브
이블 던전 [단행본],채병일
"절벽 아래, 매 [단행본]",맥리르
파출 아가씨,온돌
파출 아가씨 [단행본],온돌
성애(무삭제 연재본) [단행본],세레부
섬남섬녀(島男島女) [단행본],두나
꿈속에서 만난 그대 [단행본],이현서
때로는 연인처럼 [단행본],산드라 브라운
뒤돌아 보면 언제나 사랑이 있다 [단행본],아만다 퀵
꿈속에서 만난 그대,이현서
금지된 사랑 [단행본],남현서
키스 미 (Kiss me),노승아
너라면,아벨
난폭한 용을 구하는 방법 [BL] [단행본],"화차, ciel"
귀곡사(鬼曲四) [단행본],"파옥초, C.M."
엄마의 남자 [단행본],"서화, C.M."
레고망스의 전설 [단행본],"별하, 나무사슴"
590씨의 비극 [BL] [단행본],초코끼리
스타크래프트 암흑기사단 [단행본],크리스티 골든
당신에겐 뭔가 특별한 것이 있어요 [단행본],령후
유혹이라는 아픔(무삭제 연재본) [단행본],김지영
오늘도 빨간색이세요? [단행본],두나
당신은 나의 영웅 [단행본],케린 몽크
달빛 소네트 [단행본],제인 페더
토네이도 맨 [단행본],마룬K
로맨스는 이제 그만 [단행본],한송연
헌터 [단행본],루트
그의 여자 [단행본],이기옥
러브 디자이너 [단행본],향기바람이
플로라 (Flora) [단행본],나자혜
크리스털 [단행본],이수림
데스티노 [단행본],이수림
철자검 [단행본],유진산
내가 어떻게 로맨스를 써,밝은 별
단란성주 [단행본],유진산
이계등선 [단행본],유진산
오빠의 정석,"플아다, 꽁"
아이러니 [단행본],최명렬
마지막 로맨스는 너와 함께 [단행본],서하린
다이아몬드 슬리퍼 [단행본],제인 페더
널 선택한 이유 [단행본],제인 앤 크렌츠
"Teach you, Touch you [단행본]",다은
목적 투자에 대한 상세 보고서 [단행본],이희경
경비병 한스 [단행본],Hawoon
위험한 계약 [단행본],수키
은밀한 방 [단행본],빗방울(재영)
크리스털,이수림
십왕책 [단행본],천중행
데스티노,이수림
최후의 기사 [단행본],전투망치
비 마이 러브,가레트
론리하트 [단행본],김언희
봄 깊은 밤 [단행본],이유진
블랙 러시안 [단행본],김언희
그녀를 사랑하세요 [단행본],김언희
그녀석에 관한 고찰 [단행본],이유진
블루레몬에이드,세마즈in150
열망의 시작 [단행본],조아
"베이비, 베이비 [단행본]",정은형
너무도 아름다운 사랑 [단행본],산드라 브라운
내 사랑 줄리엣 [단행본],수잔 앤더슨
봉서나인(무삭제 완전본) [단행본],원종
"부부잖아요, 우리? [단행본]",아이수
나 잡아봐라 (외전) [단행본],김원경
불타는 신혼(개정본),은차현
퍼펙트 게임,박선우
네게 간다 [단행본],사라나인
네게 간다,사라나인
형사연일체 [BL] [단행본],"ken, 독액"
옆집 남자 [단행본],설래인
울게 하소서 [단행본],서지인
일상의 초대 [단행본],다미레
"가면을 쓰고, 본모습을 사랑해줘 [단행본]",레이첼
쌍둥이 무녀 [단행본],코가 아카츠키
바람 꽃 [단행본],김언정
뮤즈의 아이들 [단행본],리플리
내겐 너무 예쁜 보디가드 [단행본],수잔 앤더슨
내 사랑 내 곁에 [단행본],리사 클레이파스
19금의 황녀(무삭제 개정증보판) [단행본],채윤
"오빠, 믿지? [단행본]",최양윤
매혹적 향기 [단행본],신윤소
그대 마음을 똑똑! [단행본],김희진
다시 사랑하겠습니까 [단행본],연무
Memory(메모리) [단행본],선우
파트타임 아내 [단행본],제시카 하트
어둠의 끝에서 [단행본],애니 웨스트
로데오 챔피언 [단행본],앤 머리 듀퀴트
프러포즈의 조건 [단행본],헬렌 비안친
셰이크와 입맞춤을 [단행본],샌드라 마턴
적과의 동침 [단행본],캐서린 가베라
풍류운산 [단행본],남운
천상제 [단행본],남운
너를 찾으리 [단행본],리사 해리스
천마조종 [단행본],남운
악마와의 거래 [단행본],린 레이 해리스
천룡독호 [단행본],남운
형산마검 [단행본],태황
제룡가 [단행본],남운
일로정진 [단행본],남운
태극검선 [단행본],운룡
운해금룡 [단행본],남운
북천제 [단행본],남운
비룡재천 [단행본],운룡
마중마제 [단행본],운룡
무명 [단행본],남운
단천붕지 [단행본],운룡
혈도제 [단행본],남운
나부지몽 [단행본],남운
뉴욕스캔들,팀비
리한 [단행본],데우스
운룡대팔식 [단행본],설경구
우뢰검 [단행본],설경구
암제혈로 [단행본],설경구
귀향검 [단행본],설경구
난애(難愛)(외전증보판) [단행본],너른별바다
사랑을 이루어드립니다 [단행본],K.동은
너라면(무삭제 완전본) [단행본],아벨
슈베어트의 황태자 비 [합본] [단행본],사쿠라 리
슈베어트의 황태자 비 [단행본],사쿠라 리
프로젝트 고구려 [합본] [단행본],정우식
프로젝트 고구려 [단행본],정우식
내 남자친구를 부탁해 [단행본],예레미야
귀(鬼)와의 49일 [합본] [단행본],은데렐라
귀와의 49일 [단행본],은데렐라
공녀 [합본] [단행본],김미혜
공녀 [단행본],김미혜
메리 미! (Marry Me!) (무삭제판) [단행본],정양
연의 선택 [단행본],하영(김현주)
내가 사랑한 악당 [단행본],아이리스 요한슨
내가 꿈꾸던 사랑 [단행본],제인 페더
Marry Me? [단행본],메테오
무한의 루프,박천웅
마졸 귀환록 [단행본],주작
"거짓말, 그리고 관계",팀비
특종! 자폭 스캔들 [단행본],말리09
진산 무협 단편집 [단행본],진산
가스라기 [단행본],진산
바스라기꽃 [단행본],지오(Jio)
머릿결 향기 (외전증보판) [단행본],네안
나는 힐러다,어둠의 조이
백수종결자,정현
찬란한 썸남 [단행본],류혜영
테세나의 영주,제봉
내 품안의 이방인 [단행본],리사 클레이파스
내 사랑 영원히 [단행본],리사 클레이파스
원소의 절대자 [단행본],도란
검은 별 [단행본],허담
여왕님 뜻대로 [독점],"백묘, kine"
연애 주행 [단행본],안면중
사금파리의 눈물 [단행본],차은강
스쿠터를 타면 바람이 분다 [단행본],석우주
"윤슬, 달빛에 반짝이는 잔물결 [단행본]",안느로망
엿과 사이다 [단행본],정나래
이층집 [단행본],재이드
늑대를 갖다 [단행본],스텔라
내 마음을 열어줘 [단행본],린제이 샌즈
내 마음을 사로잡은 기사 [단행본],아이리스 요한슨
욕심쟁이 (외전) [단행본],남지유
로맨틱 레시피 (외전) [단행본],노승아
청담동 마녀,단비
사랑?? 설마!!,투이아비
용과 꽃,솔길
황진이 돌아오다 [단행본],난정
아내의 남자 [단행본],난정
사랑하고 사랑해도 [단행본],난정
마크 [단행본],이경훈
전생의 연인을 찾은 남자 [단행본],에이허브
환생 탑의 에이스,Scintill.
신혼만 원하는 여자 (외전) [단행본],김애정
푸른새벽 (외전) [단행본],반해
"오랜 연애, 우리가 정말 헤어질 수 있을까 [단행본]",한새희
두 번의 첫사랑 [단행본],주은영
야한 남자,"은빈, 권정아"
만취남녀,연연
"어서오세요, 흥신소에",pika
왕가의 피,타즈라이
흑객 [독점],"만상조, 숙취"
밤의 소녀 [단행본],뚜띠
오네이로 [단행본],이로은
#씬 [단행본],정지민
낭만의 경계선 [단행본],조부경
라떼와 첫 키스 [단행본],석우주
눈꽃 [단행본],홍수연
시작하면서부터 끝나는 그와 그녀들의 학교전쟁,무영자
서기명지담 [단행본],김지선
대단한 성공기,소수림
행로난,송진용
괴짜 변호사 : 악마의 저울,미더라
즐거운 인생 [단행본],미더라
나 그대와 결혼할래요 [단행본],아만다 퀵
꿈이 시작되는 곳 [단행본],리사 클레이파스
"나만의 연인-아름다운 그들의 소품곡, 두 번째(개정판) [단행본]",시아
타임 레볼루션,마인네스
옥타곤의 왕자 [완전판] [단행본],필립
귀환한 나는 백수가 되었다 [단행본],한태승
"황금 눈꽃, 설화공주",비엔나커피
왕의 딸로 태어났다고 합니다 [단행본],비츄
강남무원 [단행본],유진산
나쁜남자에 대처하는 방법 [단행본],소소녀
아슬아슬 신혼일기 [단행본],옐로피쉬
백린 : 용의 반려 (외전증보판) [단행본],이백린
"다시, 고백 [단행본]",반해수
그대가 그대를 [단행본],꽈리꽃
아스라 : 술탄의 남자 [단행본],권지아
꽃서방의 보디가드,선하랑
그의 향기를 느낄 때 [단행본],리사 클레이파스
그대 가슴 속의 향기 [단행본],리사 클레이파스
게임소환사 [단행본],필담
용혈의 아르투르,홍성은
너를 찍다,유르♡
노블리스트 [단행본],이기준
치명적인 악연,가시맘
등꽃의 연,블루시연
마졸 귀환록,주작
추문 [단행본],정연주
스킬스,류화수
감자커리와 딸기에이드 [단행본],제인
그 길 끝에 닿으면 [단행본],롭시
건달과 말괄량이 [단행본],레이첼 깁슨
거부할 수 없는 유혹 [단행본],아만다 퀵
성애,세레부
Bella (벨라),mattina
낙방학사,형상준
불꽃 타오르다.(킹의 아들),엘이야
악마와 계약 [BL] [단행본],키후 카나메
뉴 에이지(New Age) [단행본],밀우
어둠의 성자 [단행본],류진
비룡의 기사 [단행본],정크리스토퍼
악녀의 로맨스 [단행본],MIN(민)
화염의 마창 [단행본],박성균
천명 [단행본],찬돌
제천신화 [단행본],김도훈
난감한 왕후 [단행본],라브로지아
요마전설 [독점][단행본],요도 김남재
노벰버레인 [단행본],"이재익, 김남지"
쌍둥이 자매 엘프 (무삭제개정판) [단행본],베리벨
아름다운 함정 [단행본],박소연
뮈르딘 사가,윤혜연
로넨 카르스 [합본] [단행본],El Luth Fosus
마크,이경훈
그 남자의 심장소리 [체험판] [단행본],아이소자
그 남자의 심장소리 [단행본],아이소자
당신이 잠들때까지 [단행본],장유나
키스 잘하는 남자 [개정판][단행본],몽현
그믐밤 [단행본],이미연
인 샤 알라-신의 뜻대로 [단행본],예거
결혼부터 합시다 [단행본],신새라
나쁜남자에 대처하는 방법,소소녀
마지막 연애 [단행본],이서원
콜링 [단행본],여을량
야인전설 [단행본],라슬
최강 영주 만들기,박천웅
아주 흔한 이야기,휘핑크림
실험체,방재희
사랑 꿍 아야,스윗제이
블라인드 데이트,도경
더 히어로 [단행본],양승훈
다시 말해줘 [단행본],IZZY
마탑의 웬수들 [단행본],세싹
사랑은 상처를 아물게 한다 [단행본],설이나
과거의 연인들 [단행본],캐롤 모티머
야수를 사랑한 미녀 [단행본],케이트 휴이트
우리 셋이서 [단행본],사만사 데이
최고의 파트너 [단행본],루시 먼로
예기치 못한 청혼 [단행본],린 그레이엄
욕망 그리고 비밀 [단행본],린 그레이엄
쇼다운 축제의 비밀 [단행본],루스 진 데일
꿈의 히어로,변혁
그녀는 수배 중 [단행본],박레인
소유욕 [단행본],김별하
야월애(夜月愛) [단행본],문수정
징그러운 여자 독한 남자 [단행본],연이화
내 안에 너 [단행본],남현서
다시사랑 [단행본],윤권
고려무신 척준경 [단행본],강산하
봉서나인,원종
"연애, 호우주의보",꿈꾸는이
이웃집 오빠가 왜? [단행본],이승희
사랑의 기사 [단행본],김완수
폭우 [단행본],남현서
"생각보다 쉽지 않은 일, 너와 내가 사랑을 한다는 일 [단행본]",라임별
사랑의 약속 [단행본],유수경
다크문 - 악의 지배자 1부 [단행본],무제
꽃서방의 보디가드 [단행본],선하랑
사랑이 아니었음을 [단행본],시문아
설렘주의보,라온
대사형 반트 [연재 판타지],대호
불꽃을 삼키다,이성과감성
상사의 야릇한 유혹,빅노아
폭염속에서 [단행본],이선경
묘담(猫談)-인형과 소녀 멕시코 편 [단행본],"윤혜연, 유유진"
아켄 [단행본],찬돌
각시도깨비와 나무꾼,"서자영,이지현"
한 사람을 사랑했네 [단행본],김유선
석류알 루비되어 흐르리 [단행본],이지연
약속 (約束) [단행본],정미애
완전한 소유 [단행본],로코라떼
악랄한 남자(개정판) [단행본],민희서
가면 쓴 왕자와 칼 든 마녀(외전추가개정판) [단행본],민희서
터치(touch)(무삭제 연재본) [단행본],서지인
존 리,김유철
공작가의 그 아가씨,녹차라떼
용무쌍 - 태양을 덮은 그림자,권용찬
풍운객잔 [단행본],주비
그 밤의 유혹 [단행본],황희수
골든타임 [단행본],정용(正龍)
그날 [단행본],고유성
그대 안의 랩소디 [합본] [단행본],장서이
그대 안의 랩소디 [단행본],장서이
다시 쓰는 나는 조선의 국모다 [단행본],이수광
무신 [단행본],박정찬
벨리엇,H.M
용병귀환 [단행본],유왕
올라운드 플레이어 [단행본],강형욱
"혼자 사는 여자, 혼자 사는 남자",이다솜
더 히어로,양승훈
귀족 수업 [단행본],마미
애 엄마 결혼생활 [단행본],서반흔
사랑 그 향기 속으로 [단행본],마미
히어로 메이커 [단행본],마지막한자
강호제일 해결사 [독점][단행본],장담
공작부인의 은밀한 사정,스피넷
짐승의 유혹 [단행본],화련
라인 온 더 뱀파이어 [단행본],편린
"나는 죽어간다, 너를 본 그 순간부터!",비낭자
권태학개론,팀비
월야행 [단행본],손연우
그대의 아침 [단행본],서주원
새우깡과 추파 춥스 [단행본],남궁현
허니 트랩(개정판) [단행본],한기라
배드_나쁜남자 [단행본],시라주
내 남자의 사랑법 [단행본],성희
빗소리 [단행본],치즈
나의 연인(전2권) [단행본],윤서은
성인식 [단행본],심이령
나의 연인 [단행본],윤서은
종갓집 며느리 되기 [단행본],도규
이게 사랑일까 봐 [단행본],수현
히어로 메이커,마지막한자
월야행,손연우
노블리스트,이기준
"황진이, 시간여행자 [단행본]",원종
붉은 달을 삼키다(무삭제 연재본) [단행본],최기억
우리가 정말 사랑했을까 [단행본],고여운
The Abyss [단행본],강철신검
Like a wolf [BL] [단행본],해비야
미스터 시크릿과의 비밀 연애 [단행본],한기라
바탈리온 사가 [단행본],만상조
목마른 열병 (개정증보판) [단행본],하이
선잠.,에갈
Immortal Walker [단행본],A사과
절대무적검 [단행본],행호사
"살인의 변주, 라이카",김선을
너만을 갖고 탐하고,이 영
계란이 왔어요,까만 아메리카노
원하는 건 너 하나 [독점],"달콤J, Aggie.R"
아주 흔한 이야기 [단행본],휘핑크림
"어서오세요, 흥신소에 [단행본]",Pika
바다건너 그대에게 [단행본],J
안아 주고 싶어 [단행본],욱수진
거침없이 뻔뻔하게 [단행본],정상경
그녀의 웨딩드레스 [단행본],챈틀 쇼
러브 게임 [단행본],샤론 켄드릭
핑크빛 욕망 [단행본],줄리아 제임스
환상의 나래 [단행본],티파니 화이트
이상적인 남편 [단행본],자넷 케니
영원한 오늘 [단행본],정애녹
브로큰 에이지 [단행본],다히미아기
비밀 젤라또 [단행본],권순재
리안,H.M
그대에게 구원을,꽃거지
스펙테이터 [완전판] [단행본],약먹은인삼
헌터의 시대 [완전판] [단행본],율국
용을 삼킨 검,사도연
스킬러 [단행본],봉사
창공의 학살자 [단행본],봉사
월령검주 [단행본],천봉
레드 크로니클 [단행본],김현우
달빛에 울려놓고 [단행본],윤세종
여우를 탐한 남자 [단행본],에쉴르
매화검수[외전포함] [단행본],북미혼
세월의 돌 [단행본],전민희
밤에 묻은 흔적 [단행본],이재숙
대서문세가 [단행본],약선(若善)
마인전 [단행본],고유성
보쌈,에밀소년
The Fangs_짐승의 송곳니,홍매화
천뢰신기(天雷神記),투제이
R.o.a.d.,Kristo
못말리는 기린초,수묵담채화
묵시록의 기사,서하
붉은 장미의 군주 [단행본],박수정(방울마마)
흑태자 [단행본],현민
작안의 샤나 S [단행본],"YASHICHIRO TAKAHASHI, NOIZI ITO"
신약 어떤 마술의 금서목록(체험판) [단행본],"KAZUMA KAMACHI, KIYOTAKA HAIMURA"
앙큼한 연애 보고서 [단행본],이희안
용제 카이더스 [단행본],루트
더 스토리 [단행본],가람검
리안 [단행본],H.M
밍키 만화방(무삭제 연재본) [단행본],김진주
키스의 올바른 사용법,윤_재희
비터니스 [단행본],문희
온리 애플! (Only Apple !),를랑
전 남편 (외전 증보판) [단행본],하영
지존의 정석 [단행본],방구석슬러거
능력자 [단행본],이원효
어떤 마술의 금서목록 SS [단행본],"KAZUMA KAMACHI, KIYOTAKA HAIMURA"
어떤 마술의 금서목록 SP [단행본],"KAZUMA KAMACHI, KIYOTAKA HAIMURA"
그만의 사랑법(개정판) [단행본],정미림
하늘에 뿌리 내린 나무,자언
작안의 샤나 0 [단행본],"YASHICHIRO TAKAHASHI, NOIZI ITO"
"이게, 사랑입니까? [합본] [단행본]",시라주
"이게, 사랑입니까? [단행본]",시라주
필우 [단행본],주아
데드맨 바이러스 [단행본],빨간청바지
고스트 게이트 [독점],"이종호, 베개"
조선의 칼 [단행본],송진용
강철군화 오리진,루이캇트
밀크? 밀크!,가레트
물망초 [단행본],브루니
당신에게 들려주고 싶은 이야기 [단행본],Ladybuck Studio
타타스틸링 [단행본],현민
다시 그대와 [단행본],민제현
엎친 데 덮친 남녀 [단행본],은여경
피렌체의 마법 [단행본],쿠도 이루마
문이 열리는 순간 [단행본],요셉
9급 공무원 포에버 [단행본],가프
워리어 [단행본],이모탈
퍼펙트 게임 [단행본],박선우
"아레나, 이계사냥기 [단행본]",니콜로
천룡탑 [단행본],고월
티니 버블스(Tiny Bubbles) [단행본],카제우미 나츠
카리엘라,알테
겁쟁이의 사랑에 대하여,팀비
령(靈) [단행본],뿌아종
당신의 천사 [단행본],정경하
너의 목소리를 들려줘 [단행본],미츠키 아마네
너나들이 [단행본],인다
금지된 결혼 [단행본],주드 데브루
나를 사랑한 대륙남,"용감한 자매, 쿠낙"
"다 팔아요, 편의점.",느린꽃
만취남녀 [단행본],연연
왕가의 피 [단행본],타즈라이
시간의 흔적 [단행본],알렉산드라 리플리
나만의 에덴 [단행본],V.C 앤드류스
마지막에 온 남자 [단행본],제니퍼 와일드
멜로디 [단행본],V.C 앤드류스
사이프러스 향기 [단행본],V.C 앤드류스
웨딩 [단행본],줄리 가우드
천상의 선물 [단행본],줄리 가우드
사막의 여왕 [단행본],실비아 윌리스
그 남자의 미련 [단행본],장해서
보스의 노골적 취향,"시크크, Cierra&Kira"
"당신을 만난 우연, 우리가 사랑한 필연",Octo
나 좋다는 남자(무삭제 연재본) [단행본],김도아
좀비 프로젝트,이원형
붉은 달을 삼키다,최기억
"하늘, 제갈을 접수하다 [단행본]",황진순
여명지애(黎明之愛) [단행본],김희진
훈민애사 [단행본],정은향
위험한 상속녀 [단행본],멜라니 밀번
그와 결혼하는 이유 [단행본],헬렌 브룩스
매기를 위한 사랑 [단행본],엘리자베스 하비슨
러브 서바이벌 [단행본],리사 러네 존스
웨딩 스캔들 [단행본],애비 그린
플레이보이 길들이기 [단행본],캐서린 가베라
여행의 끝 [단행본],비제이 제임스
금지된 사랑 [단행본],안젤라 웰스
턴 백 타임 [단행본],홍형
백수의 제왕 [단행본],정현
역전의 변호사 [단행본],블루피스
대찬 사나이 [단행본],송담
더 매직 카페 [단행본],지원
So Lovely [단행본],바나
비커밍 [단행본],오아란
갇혀 버린 시간 [단행본],류은채
러브 인 뉴욕 (Love In New York) [단행본],지오(Jio)
플레이보이의 연인 [단행본],도도유
"혼자 사는 여자, 혼자 사는 남자 [단행본]",이다솜
커플 놀이 [단행본],멜트
네가 떨어뜨린 파란 하늘 [단행본],이이요
시간의 마에스트로 [단행본],류화수
술로 세상을 얻다 [단행본],날망
겨울이 오면 [단행본],한유진
러브 머신 [단행본],이정숙
기적처럼 [단행본],전서진
도시의 심판자 [단행본],The_N
완벽한 인생 [단행본],방태산
라이프 & 라이브 [단행본],건(建)
용병가 [단행본],이모탈
선샤인 러브 [단행본],허수현
그녀에게 올인하다 [단행본],정연주
"익사, 사랑에 빠져 [단행본]",비다
별을 쫓다 [단행본],차수인
맛 좀 보시겠습니까,"어둠속양초, 강하라"
맛있는 음식을 맛있게 먹는 방법 [BL] [단행본],719aa
살마르의 사랑 [단행본],다홍나비
속가제자 [단행본],중걸
동틀녘의 비익조,서지향
불면증남자 x 기면증여자,반숙이
손톱달,MUSE
무채색의 구원 [단행본],김민선
"당신을 만난 우연, 우리가 사랑한 필연 [단행본]",Octo
낯선 오후 (외전) [단행본],안금주
황금수 [단행본],나한
"마지막 황녀, 아리연",은텔라
물결치다 [단행본],채윤경
쉬운 여자 아니에요 [단행본],조민정
한국에서 왔습니다,달이여기
혹애 [합본] [단행본],이정운(동하(冬河))
혹애 [단행본],이정운(동하(冬河))
일위강 [단행본],일륜
혈영암제 [단행본],터르
러브쉽! (Loveship!) [단행본],김희진
유리심장,쇼콜라요정
소꿉친구,민은아
계란이 왔어요 [단행본],까만 아메리카노
돌아가기 싫어 [단행본],여령
물 위에 뜬 달 [단행본],김미정
사내 연애 성공기 [단행본],김현정
하우스 블랙조이 [단행본],이믹
아주 수상한 알바 [단행본],이믹
후궁 하기 싫은데요? [단행본],유예온
너에게로 추락 [단행본],서혜은
우리가 기억하는 사랑 [단행본],여름궁전
백호! 사회적응기 [단행본],두경
"어서 와요, 눈부신 그대",홍지선
황태자의 집사 [단행본],예레미야
그들의 콩깍지 관계...,돌로레스
듀얼라이프 [단행본],현민
오메가 [단행본],현민
블러드킹 [단행본],유진산
야릇한 옆집남자,저스티나
일급비밀 [단행본],이종신
달마중 [단행본],문도윤
러브 어필 드라마 [단행본],김나혜
20cm 선인장 [단행본],밀밭
공녀貢女,붉은연꽃
미스터리 프로젝트 : 미스터리 블랙홀 [단행본],제이영
작전상 연애(무삭제 연재본) [단행본],김진주
"자박자박, 너를 따라서 [단행본]",서혜은
붉은 장미의 군주,박수정(방울마마)
연정무한 [합본] [단행본],와룡강
연정무한 [단행본],와룡강
무적사부,박산소
터치(touch),서지인
구범기 [단행본],설경구
사립 사프란 마법 여학교였던 학교 [단행본],강명운
러브썸 [단행본],이지은(라차)
여배우와 스폰서(무삭제 연재본) [단행본],김경화
바디 랩소디(무삭제 연재본) [단행본],김경화
야훼의 날개 -아담전쟁편- [단행본],이혜웅
100층 탈출 [단행본],Dreamer 李
흑백강호 [합본] [단행본],와룡강
흑백강호 [단행본],와룡강
씁쓸한 사랑 (달콤한 열애 개정판) [단행본],하이
떠들지 마 [단행본],무람
소년남자,"진저, kk"
건반을 어루만지다,비오는 밤
꽃샘추위,은유
가족이 되다 [단행본],잔흔이
애 엄마라 고마워 [단행본],서반흔
J의 마법 [단행본],잔흔이
위닝 [단행본],정주(丁柱)
명사갑부 [단행본],박승연
무림통천자 [단행본],정건
생기 흡혈자 [단행본],까막선생
앱노말 라이프 [단행본],김태진
텔미사르탄,이정현
유리별 - 너를 가두다.,그린비a
베이비스캔들 [단행본],파란필통
유희백서(遊戱白書) [합본] [단행본],최수선(Nar)
유희백서(遊戱白書) [단행본],최수선(Nar)
천마검선 [단행본],일륜
행운무적 [단행본],백도라지
자운영 꽃무리(외전증보판) [단행본],다은
당신인가요? [단행본],유수경
"사장님, 우리 사장님(무삭제 연재본) [단행본]",앙젤리크
천화(天花):백팔요괴환생록,단인
검은 황녀 [단행본],녕e
영웅이되어라 [단행본],이준서
"Dear T, From W. [단행본]",물야
낯선 오후 [단행본],안금주
공녀[貢女] [단행본],붉은연꽃
Shadow Love [단행본],육해원
패왕연가 [독점],"장영훈, 기어"
용검봉도 [단행본],이광주
"헬로, 연하남(외전증보판) [단행본]",글다람
그림자 사랑 [단행본],기다림
왕의 여자,민은아
난애,너른별바다
가까운 미래에 [단행본],은늘하
신학생회의 일존 헤키요 고교 신학생회 의사록 [단행본],"아오이 세키나, 이누가미 키라"
코드명 빨간 망토 [단행본],말종메론
S스캔들 [단행본],김스타
"스물아홉, 너를 만난 계절 [단행본]",暳戀
로맨스 평행이론 [단행본],김유창
기다립니다 [단행본],김효진
까칠한 보스의 달콤한 보이스 [단행본],이서후
오렌지 레시피 [단행본],목영
베리 베리 스윗(very very sweet) [단행본],문청
이별의 빨간 장미 [단행본],샬로트 램
공주의 연애 레슨 [단행본],샌드라 하이엇
외로운 방랑자 [단행본],캐롤린 앤드루스
발렌타인 최고의 남자 [단행본],샌드라 마턴
매혹적인 라이벌 [단행본],미셀 레이드
맨해튼의 신데렐라 [단행본],조 리
탐욕의 감금 [단행본],세라니아
천정문 [단행본],일륜
붉은 여제 [독점][단행본],새빨간 당근
짝사랑(개정판) [BL] [단행본],프시케
미스터리 프로젝트 : 미스터리 디멘션 [단행본],제이영
위험한 신혼 [합본] [단행본],이은진
홍루의 레드카펫(외전증보판) [단행본],왕소군
수상한 그 남자의 우아한 비닐하우스(외전증보판) [단행본],신효상
깊게 빠져들다 [단행본],헤이세드
반하다(무삭제 연재본) [단행본],김진주
나를 탐닉한 아이돌,"용감한 자매, 찬미"
효우 [단행본],김한승
흑야에 휘할런가 [단행본],견마지로
손끝의 마호가니 [단행본],라임별
Marry you - 너와의 결혼 [단행본],최효희
거기 서 겨울 [단행본],류재현
Honey 봄 [단행본],류재현
마 팀장의 진실 [단행본],신노윤
"해랑, 왕의 심장을 물다 [단행본]",윤연주
여름밤 소나타 [단행본],여해름
악의 꽃 [단행본],마뇽
가면 [단행본],스내치
미스터 유(Mr.U) [단행본],다은
제비꽃(개정판) [단행본],최기억
하수전설 [단행본],군주
신선전인 [단행본],군주
너는 사랑이다 [단행본],이지아
손톱달 [단행본],MUSE
이층집,재이드
사장님은 바람둥이,국희
헤어진 연인들,멜리아
쉬운 여자 [단행본],로코라떼
언어의 정원 [단행본],Makoto Shinkai
Anarmonia(아르모니아) [단행본],연인서
결혼 공식 [단행본],김주현
듀엣 [단행본],"유니&용감한 자매, 찬미"
파인딩 하트 온라인 [단행본],베리벨
살마르의 사랑,다홍나비
파이,오은정
타임 트래블러,윤소리
소원을 노래하다,킨군
"인아웃 (IN, OUT) [단행본]",아쉬레
불나비 사랑,를랑
황후가 되고 싶은 여자,에갈
세자빈 다이어리 [체험판][단행본],이로라
다크 나이트 [단행본],하백
그림남녀,김고은
바람 소리,류향(오렌지향기)
수心제가치국평천하,아랑
